x1, x2, x3, x4, x5, x6, x7, x8, a1, a2, x11, x12, x13, x14, x15, x16, x17, x18, r, d
0.2221000665446783,-0.6631261938708555,0.5783251644179045,0.2103017717933707,0.345604207466794,-0.3003759103454068,1.209387825137818,-2.460245811312956,0.8723533,0.19615506,0.19232102974715018,-0.5892144450875952,0.4768148967405542,0.14388150366557015,1.136203819331523,-1.1716564616482297,2.466967008052564,-2.631399382062046,1,0
0.19232102974715018,-0.5892144450875952,0.4768148967405542,0.14388150366557015,1.136203819331523,-1.1716564616482297,2.466967008052564,-2.631399382062046,-0.46377954,-0.6453639,0.15407959534386764,-0.49844355446497596,0.36201701203569275,0.1764610060212808,0.8242112677880828,-0.7544506128250416,2.0807873120823577,-3.0792426539614697,0,0
0.15407959534386764,-0.49844355446497596,0.36201701203569275,0.1764610060212808,0.8242112677880828,-0.7544506128250416,2.0807873120823577,-3.0792426539614697,0.38561898,0.9123727,0.1216918684831158,-0.4253504657854794,0.276319418066911,0.06092642901194857,0.8153768245437208,-0.8533002252194505,1.5761529383431756,-1.2618148802884719,0,0
0.1216918684831158,-0.4253504657854794,0.276319418066911,0.06092642901194857,0.8153768245437208,-0.8533002252194505,1.5761529383431756,-1.2618148802884719,-0.7152967,-0.9182068,0.09933274533027113,-0.37080689944426076,0.2053958925062187,0.1086252753699196,0.3762727662813009,-0.2772829543162346,1.1555124050576424,-2.246420627465609,0,0
0.09933274533027113,-0.37080689944426076,0.2053958925062187,0.1086252753699196,0.3762727662813009,-0.2772829543162346,1.1555124050576424,-2.246420627465609,0.87361926,0.2609376,0.06898169597978554,-0.29644793535211067,0.11009874998562269,0.0928358610245844,1.2457953476777484,-1.2158302152587197,2.5281123366848135,-2.514238311367261,0,0
0.06898169597978554,-0.29644793535211067,0.11009874998562269,0.0928358610245844,1.2457953476777484,-1.2158302152587197,2.5281123366848135,-2.514238311367261,0.37859678,-0.4176326,0.011157001452465693,-0.17521233923343527,-0.011345084489698426,0.11210656078829957,1.7214871628481045,-1.646850066814988,3.470343802231892,-3.484688238430427,0,0
0.011157001452465693,-0.17521233923343527,-0.011345084489698426,0.11210656078829957,1.7214871628481045,-1.646850066814988,3.470343802231892,-3.484688238430427,0.502559,0.760837,-0.05329623568518549,-0.050883020954014924,-0.11432895585335562,0.12294125849223893,1.563745671576797,-1.586629460981391,2.793572131416056,-1.7605629347605845,0,0
-0.05329623568518549,-0.050883020954014924,-0.11432895585335562,0.12294125849223893,1.563745671576797,-1.586629460981391,2.793572131416056,-1.7605629347605845,-0.002411659,0.16335797,-0.10916960899296524,0.0457445405950737,-0.17059383207474255,0.1311674768761197,1.1967102534330196,-1.2293918929312424,2.0779999374255724,-1.0832754859661384,0,0
-0.10916960899296524,0.0457445405950737,-0.17059383207474255,0.1311674768761197,1.1967102534330196,-1.2293918929312424,2.0779999374255724,-1.0832754859661384,0.6036948,-0.36101267,-0.17273937915759982,0.15918692573736457,-0.24405044024350458,0.21308633832453042,1.8850243214223177,-1.887878333968681,3.4785190156481764,-2.492207706269336,0,0
-0.17273937915759982,0.15918692573736457,-0.24405044024350458,0.21308633832453042,1.8850243214223177,-1.887878333968681,3.4785190156481764,-2.492207706269336,0.04199259,-0.09978583,-0.24086659857958714,0.2863550980122674,-0.3374578451526225,0.19904929670606258,1.5522860247597776,-1.5440855766719936,2.92286586413138,-2.203895285977167,0,0
